reject	"핵심 뜻: 거부하다
구분: reject=기준에 따라 거부하다 / refuse=요청을 거절하다"
style	핵심 뜻: 방식 / 스타일 / 문체
substitute	"핵심 뜻: 대신 쓰다 / 대체물
구분: substitute=대신 쓰거나 대체물 / replace=교체하다"
target	핵심 뜻: 목표 / 표적
transit	"핵심 뜻: 운송 / 이동 / 통과
구분: transit=이동·운송·통과 / transport=운송하다"
trend	핵심 뜻: 추세 / 경향
whereas	"핵심 뜻: 반면에
구분: whereas=대조를 여는 반면에 / while=반면에·동안"
accurate	핵심 뜻: 정확한
acknowledge	"핵심 뜻: 인정하다
구분: acknowledge=인정하거나 수신을 확인하다 / admit=인정하다"
aggregate	"핵심 뜻: 집계하다 / 총합
구분: aggregate=합산해 집계하다·총합 / total=합계"
allocate	"핵심 뜻: 할당하다 / 배분하다
구분: allocate=몫을 정해 배분하다 / distribute=나누어 보내다"
author	핵심 뜻: 저자 / 작성자
bond	"핵심 뜻: 유대 / 결합 / 채권
구분: bond=유대·결합·채권 / tie=관계의 끈"
cite	"핵심 뜻: 인용하다
구분: cite=출처나 근거로 인용하다 / quote=문장을 직접 인용하다"
cooperate	"핵심 뜻: 협력하다
구분: cooperate=협력하다 / collaborate=공동 작업하다"
discriminate	"핵심 뜻: 구별하다 / 차별하다
구분: discriminate=구별하다 또는 차별하다 / distinguish=구별하다"
federal	핵심 뜻: 연방의
fee	"핵심 뜻: 수수료 / 요금
구분: fee=서비스 수수료·요금 / fare=교통 요금"
furthermore	핵심 뜻: 게다가
ignorant	"핵심 뜻: 모르는 / 무지한
구분: ignorant=알지 못하는 / unaware=인식하지 못하는"
index	"핵심 뜻: 지수 / 색인
구분: index=지수 또는 색인 / indicator=상태 지표"
initiate	"핵심 뜻: 시작하다 / 착수하다
구분: initiate=첫 단계를 시작하다 / begin=시작하다"
intelligent	핵심 뜻: 지적인 / 똑똑한
ministry	"핵심 뜻: 정부 부처
구분: ministry=정부 부처 / department=부서 일반"
motive	"핵심 뜻: 동기
구분: motive=행동을 일으킨 이유·동기 / motivation=동기부여 상태나 힘"
neutral	핵심 뜻: 중립적인
nevertheless	"핵심 뜻: 그럼에도 불구하고
구분: nevertheless=그럼에도 불구하고 / however=하지만"
overseas	핵심 뜻: 해외의 / 해외로
presume	"핵심 뜻: 추정하다
구분: presume=그럴듯한 전제로 추정하다 / assume=가정하다"
tape	"핵심 뜻: 테이프 / 녹음하다
구분: tape=접착테이프·녹음하다 / film=영상으로 찍다"
underlie	"핵심 뜻: 밑바탕이 되다
구분: underlie=밑바탕을 이루다 / cause=직접 원인이 되다"
utilize	"핵심 뜻: 활용하다
구분: utilize=자원·방법을 활용하다 / use=쓰다 일반"
classic	핵심 뜻: 고전적인 / 전형적인
comprise	핵심 뜻: 포함하다
confirm	핵심 뜻: 확인하다 / 확증하다
contrary	"핵심 뜻: 반대의 / 상반된
구분: contrary=서로 반대되는 / opposite=정반대의"
differentiate	핵심 뜻: 구별하다
equip	"핵심 뜻: 갖추게 하다
구분: equip=필요한 도구·능력을 갖추게 하다 / supply=공급하다"
file	"핵심 뜻: 파일 / 제출하다
구분: file=자료 파일이거나 공식 제출하다 / document=문서"
foundation	핵심 뜻: 기초 / 재단
globe	핵심 뜻: 지구 / 전 세계
grade	핵심 뜻: 성적 / 등급 / 채점하다
identical	핵심 뜻: 동일한
insert	핵심 뜻: 삽입하다
media	핵심 뜻: 매체 / 대중매체
mode	핵심 뜻: 방식 / 모드
publication	핵심 뜻: 출판물 / 출판
release	"핵심 뜻: 공개하다 / 출시하다 / 해방하다
구분: release=공개·출시하거나 풀어 주다 / publish=출판하다"
reverse	"핵심 뜻: 뒤집다 / 반대의 / 역전
구분: reverse=반대로 돌리다·역전 / opposite=반대의"
sole	핵심 뜻: 유일한
somewhat	핵심 뜻: 다소
submit	"핵심 뜻: 제출하다 / 따르다
구분: submit=공식 제출하다 또는 따르다 / comply=따르다"
successor	"핵심 뜻: 후임자 / 계승자
구분: successor=뒤를 잇는 후임자·계승자 / replacement=대체자"
survive	"핵심 뜻: 살아남다 / 지속되다
구분: survive=살아남거나 지속되다 / endure=견디다"
transmit	"핵심 뜻: 전송하다 / 전달하다
구분: transmit=신호·정보를 전송하다 / convey=전달하다"
ultimate	핵심 뜻: 궁극적인 / 최종의
unique	"핵심 뜻: 독특한 / 유일한
구분: unique=독특하거나 유일한 / distinct=뚜렷이 구별되는"
visible	핵심 뜻: 보이는
voluntary	"핵심 뜻: 자발적인 / 자원한
구분: voluntary=자발적인 / optional=선택적인"
abandon	"핵심 뜻: 버리다 / 포기하다 / 중단하다
구분: abandon=완전히 포기하거나 버리다 / neglect=돌보지 않고 방치하다"
accumulate	"핵심 뜻: 축적하다
구분: accumulate=점진적으로 축적되다 / increase=증가하다"
ambiguous	핵심 뜻: 모호한
arbitrary	"핵심 뜻: 임의의 / 자의적인
구분: arbitrary=자의적·임의적인 / random=무작위의"
bias	핵심 뜻: 편향
chart	핵심 뜻: 도표 / 차트
conform	"핵심 뜻: 따르다 / 일치하다
구분: conform=규칙·기준에 맞추다 / comply=규정을 따르다"
crucial	"핵심 뜻: 결정적으로 중요한
구분: crucial=빠지면 결과가 흔들릴 만큼 핵심 / relevant=관련 있는"
denote	"핵심 뜻: 나타내다 / 뜻하다
구분: denote=직접적으로 나타내다 / connote=함축하다"
detect	"핵심 뜻: 감지하다 / 찾아내다
구분: detect=숨은 신호나 존재를 찾아내다 / identify=무엇인지 특정하다"
